IP 地址,已发送,已接收,丢包率,平均延迟,下载速度（MB/s）
104.20.32.0,4,4,0,269.07,475.18
172.67.32.0,4,4,0,271.53,307.1
104.18.192.0,4,4,0,270.16,306.96
172.67.76.33,4,4,0,132.14,50.11
104.20.0.0,4,4,0,272.66,26.58
198.41.208.0,4,4,0,287.06,16.38
172.67.72.234,4,4,0,133.82,12.03
172.67.79.164,4,4,0,134.34,9.09
162.159.138.126,4,4,0,132.02,8.81
104.16.0.0,4,4,0,279.29,4.2
104.18.160.0,4,4,0,279.29,2.17
190.93.244.0,4,4,0,284.48,1.82
104.18.128.0,4,4,0,280.55,0.74
